year,player,affiliation,overall_pick,position,lane_agility,shuttle_run,sprint,standing_leap,max_leap,bench_press,body_fat,hand_length,hand_width,height_no_shoes,height_shoes,reach,weight,wingspan,assists,blocks,box_plus_minus,conference,defensive_rebounds,field_goal_attempts,field_goals,free_throw_attempt,free_throws,minutes_played,offensive_rebounds,personal_fouls,points,steals,three_point_attempts,three_pointers,total_rebounds,turnovers,two_point_attempts,two_pointers,player_id,classification
2015,Jahlil Okafor,Duke,3,C,11.96,3.1,3.42,27.58,31.48,10.79,8.73,9.12,9.86,82.59,83.73,110.57,247.02,87.72,49,54,10.9,acc,188.0,420,279,194,99,1143.0,134.0,81.0,657,29,0,0,322,95.0,420,279,jahlil-okafor-1,Role Player
2016,Jake Layman,Maryland,47,F,11.35,2.82,3.24,33.0,39.5,11.36,7.1,8.25,9.25,80.0,81.25,102.0,208.6,81.25,41,36,8.6,big-ten,151.0,280,140,95,79,1112.0,38.0,69.0,416,40,144,57,189,61.0,136,83,jake-layman-1,Exclude
2000,Jake Voskuhl,Connecticut,33,C,11.96,3.1,3.42,27.58,31.48,10.79,8.73,9.12,9.86,82.59,83.73,110.57,247.02,87.72,39,47,,big-east,,191,109,104,71,778.0,,93.0,289,18,0,0,219,62.0,191,109,jake-voskuhl-1,Role Player
2016,Jakob Poeltl,Utah,9,C,11.96,3.1,3.42,27.58,31.48,10.79,5.8,9.25,10.25,84.25,85.0,111.5,239.0,86.75,70,56,11.2,pac-12,225.0,353,228,238,164,1093.0,102.0,83.0,620,21,0,0,327,74.0,353,228,jakob-poeltl-1,Starter
2018,Jalen Brunson,Villanova,33,G,10.59,3.11,3.15,29.0,37.0,7.0,6.7,8.25,9.25,73.0,74.25,96.0,198.4,76.0,184,1,9.6,big-east,110.0,518,270,162,130,1272.0,12.0,78.0,756,37,211,86,122,71.0,307,184,jalen-brunson-1,Exclude
2013,Jamaal Franklin,San Diego State,41,G,11.11,3.04,3.22,30.1,36.1,8.78,8.25,8.5,8.25,76.0,77.25,103.5,190.8,83.25,105,26,9.6,mwc,248.0,401,165,219,171,1058.0,56.0,83.0,541,51,147,40,304,110.0,254,125,jamaal-franklin-1,Exclude
2000,Jamaal Magloire,Kentucky,19,C,11.96,3.1,3.42,27.58,31.48,10.79,8.73,9.12,9.86,82.59,83.73,110.57,247.02,87.72,18,57,,sec,,296,148,203,139,978.0,,91.0,435,17,0,0,300,95.0,296,148,jamaal-magloire-1,Role Player
2001,Jamaal Tinsley,Iowa State,27,G,11.96,3.04,3.2,28.0,37.5,1.0,13.6,8.46,9.1,72.75,76.12,97.5,199.0,79.5,187,19,,big-12,99.0,348,139,185,128,999.0,18.0,92.0,443,79,97,37,117,117.0,251,102,jamaal-tinsley-1,Starter
2000,Jamal Crawford,Michigan,8,G,11.11,3.04,3.22,30.1,36.1,0.0,6.39,8.46,9.1,76.5,76.12,102.5,175.0,82.0,76,16,,big-ten,,255,105,51,40,577.0,,19.0,283,19,101,33,47,53.0,154,72,jamal-crawford-1,Starter
2016,Jamal Murray,Kentucky,7,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,79,11,9.1,sec,133.0,538,244,152,119,1267.0,53.0,75.0,720,35,277,113,186,84.0,261,131,jamal-murray-1,Starter
2002,Jamal Sampson,California,46,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,38,54,,pac-10,130.0,183,78,95,50,797.0,79.0,85.0,206,15,0,0,209,53.0,183,78,jamal-sampson-1,Exclude
2004,Jameer Nelson,Saint Joseph's,20,G,10.95,3.04,3.14,28.5,33.5,15.0,8.0,8.46,9.1,71.0,72.5,95.0,199.0,74.5,170,1,,atlantic-10,117.0,493,234,149,118,1085.0,33.0,59.0,659,89,187,73,150,91.0,306,161,jameer-nelson-1,Starter
2010,James Anderson,Oklahoma State,20,F,11.86,3.1,3.19,30.0,35.5,14.0,7.9,8.5,7.25,76.75,77.75,104.0,207.6,80.5,80,20,,big-12,128.0,494,226,258,209,1124.0,64.0,88.0,735,46,217,74,192,78.0,277,152,james-anderson-3,Role Player
2006,James Augustine,Illinois,41,F,10.54,3.1,3.25,30.0,32.5,13.0,5.5,8.95,9.59,80.25,81.75,104.0,227.0,84.25,59,24,,big-ten,200.0,279,174,152,99,1079.0,100.0,84.0,448,47,2,1,300,67.0,277,173,james-augustine-1,Exclude
2009,James Harden,Arizona State,3,G,11.1,3.04,3.13,31.5,37.0,17.0,10.1,8.46,9.1,76.0,77.25,103.5,222.0,82.75,148,11,,pac-10,147.0,452,221,270,204,1254.0,48.0,99.0,704,59,163,58,195,118.0,289,163,james-harden-1,All-Star
2009,James Johnson,Wake Forest,16,F,11.21,3.1,3.23,30.5,35.0,18.0,12.0,8.95,9.59,79.0,79.75,105.5,257.2,84.75,62,48,,acc,185.0,345,187,99,69,946.0,79.0,91.0,465,44,69,22,264,74.0,276,165,james-johnson-2,Starter
2003,James Jones,Miami (FL),49,F,11.18,3.1,3.19,30.5,33.0,9.0,6.7,8.95,9.59,79.25,80.81,107.5,218.0,86.5,49,50,,big-east,117.0,351,157,142,118,957.0,52.0,76.0,472,44,100,40,169,69.0,251,117,james-jones-1,Starter
2006,James White,Cincinnati,31,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,67,28,,big-east,125.0,363,177,160,134,1104.0,42.0,89.0,537,36,131,49,167,77.0,232,128,james-white-1,Exclude
2014,James Young,Kentucky,17,G,11.11,3.04,3.22,28.0,35.5,8.78,5.1,9.0,9.5,77.25,78.75,104.0,213.3,84.0,67,8,6.0,sec,130.0,450,183,177,125,1296.0,41.0,83.0,573,30,235,82,171,75.0,215,101,james-young-1,Exclude
2007,JamesOn Curry,Oklahoma State,51,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,131,11,,big-12,96.0,447,202,145,115,1295.0,15.0,74.0,607,41,214,88,111,109.0,233,114,jameson-curry-1,Exclude
2001,Jamison Brewer,Auburn,40,G,9.65,3.04,3.15,26.0,32.5,12.0,6.7,8.46,9.1,74.5,76.12,102.5,178.0,80.75,187,2,,sec,140.0,207,97,121,64,1035.0,90.0,49.0,268,48,44,10,230,92.0,163,87,jamison-brewer-1,Exclude
2012,Jared Cunningham,Oregon State,24,G,11.11,3.04,3.22,30.1,36.1,4.0,3.6,8.25,9.0,75.5,77.0,98.0,187.6,78.5,101,15,4.8,pac-12,102.0,440,198,270,199,1245.0,36.0,86.0,645,91,148,50,138,102.0,292,148,jared-cunningham-2,Exclude
2007,Jared Dudley,Boston College,22,F,11.32,3.1,3.45,28.0,32.0,14.0,7.1,8.95,9.59,77.0,79.25,102.0,219.0,79.0,90,10,,acc,157.0,347,195,191,142,1152.0,91.0,66.0,571,42,88,39,248,78.0,259,156,jared-dudley-1,Starter
2002,Jared Jeffries,Indiana,11,F,11.73,3.1,3.4,26.0,30.0,9.0,7.79,8.95,9.59,82.0,80.81,109.0,230.0,84.5,74,46,,big-ten,182.0,414,189,201,134,1175.0,91.0,88.0,539,54,71,27,273,102.0,343,162,jared-jeffries-1,Role Player
2012,Jared Sullinger,Ohio State,21,F,12.77,3.1,3.81,29.5,31.0,9.0,10.7,9.25,9.75,79.75,81.0,105.5,268.2,85.25,46,39,11.6,big-ten,224.0,439,228,228,175,1123.0,116.0,109.0,647,43,40,16,340,71.0,399,212,jared-sullinger-1,Starter
2015,Jarell Martin,Louisiana State,25,F,11.2,2.97,3.27,28.5,35.0,19.0,10.1,8.25,9.5,80.0,81.25,106.5,238.6,81.0,59,23,5.3,sec,207.0,397,202,203,140,1159.0,98.0,92.0,558,38,52,14,305,92.0,345,188,jarell-martin-1,Bust
2018,Jaren Jackson Jr.,Michigan State,4,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,39,106,15.4,big-ten,151.0,232,119,133,106,764.0,52.0,112.0,382,21,96,38,203,62.0,136,81,jaren-jacksonjr-1,Exclude
2014,Jarnell Stokes,Tennessee,35,F,11.92,3.2,3.26,31.0,36.0,11.36,8.2,9.75,10.5,79.0,80.5,103.5,262.8,85.25,75,34,10.0,sec,237.0,375,199,230,160,1199.0,155.0,73.0,558,26,0,0,392,77.0,375,199,jarnell-stokes-1,Exclude
2017,Jaron Blossomgame,Clemson,59,F,11.47,3.35,3.17,31.0,35.5,16.0,5.7,8.75,10.25,77.75,78.75,104.5,218.6,82.0,51,30,5.6,acc,148.0,441,220,168,120,1133.0,59.0,53.0,584,27,94,24,207,56.0,347,196,jaron-blossomgame-1,Exclude
2018,Jarred Vanderbilt,Kentucky,41,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,14,11,7.8,sec,64.0,68,29,38,24,238.0,46.0,37.0,82,6,1,0,110,15.0,67,29,jarred-vanderbilt-1,Exclude
2017,Jarrett Allen,Texas,22,C,11.82,3.0,3.21,31.5,35.5,4.0,7.4,9.5,10.5,81.0,82.25,109.5,233.6,89.25,27,51,5.5,big-12,178.0,316,179,149,84,1061.0,100.0,68.0,442,19,7,0,278,84.0,309,179,jarrett-allen-1,Exclude
2005,Jarrett Jack,Georgia Tech,22,G,10.87,3.04,3.24,26.0,28.5,5.0,6.39,8.46,9.1,74.5,75.5,100.0,197.6,79.5,145,3,,acc,146.0,319,164,142,123,1091.0,9.0,54.0,497,58,104,46,155,110.0,215,118,jarrett-jack-1,Role Player
2001,Jarron Collins,Stanford,52,C,11.65,3.1,3.6,23.0,29.0,10.0,15.2,9.12,9.86,81.25,83.73,104.0,252.0,87.0,47,19,,pac-10,160.0,276,154,182,125,963.0,69.0,86.0,435,21,6,2,229,50.0,270,152,jarron-collins-1,Role Player
2003,Jarvis Hayes,Georgia,10,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,54,12,,sec,85.0,368,185,88,69,872.0,34.0,64.0,493,31,127,54,119,38.0,241,131,jarvis-hayes-1,Role Player
2010,Jarvis Varnado,Mississippi State,41,F,11.61,3.1,3.37,29.5,32.5,3.0,9.5,9.25,9.5,80.25,82.0,109.5,210.2,87.5,32,170,,sec,262.0,316,184,210,128,1141.0,107.0,88.0,496,24,0,0,369,71.0,316,184,jarvis-varnado-1,Exclude
2000,Jason Collier,Georgia Tech,15,C,11.96,3.1,3.42,27.58,31.48,10.79,8.73,9.12,9.86,82.59,83.73,110.57,247.02,87.72,49,33,,acc,,376,178,166,122,975.0,,80.0,509,23,84,31,276,96.0,292,147,jason-collier-1,Exclude
2001,Jason Collins,Stanford,18,F,12.1,3.1,3.54,25.5,28.5,8.0,12.9,8.95,9.59,82.25,80.81,110.0,251.0,88.5,51,43,,pac-10,173.0,271,168,185,145,895.0,92.0,79.0,493,28,26,12,265,53.0,245,156,jason-collins-1,Role Player
2000,Jason Hart,Syracuse,49,G,11.7,3.04,3.34,29.5,33.5,9.0,6.39,8.46,9.1,73.75,76.12,97.5,181.0,78.0,208,3,,big-east,,304,125,128,94,1083.0,,78.0,382,59,115,38,96,111.0,189,87,jason-hart-1,Starter
2003,Jason Kapono,California-Los Angeles,31,G,11.04,3.04,3.38,23.5,30.0,8.0,11.7,8.46,9.1,78.5,76.12,102.0,215.0,78.5,59,0,,pac-10,99.0,374,171,92,81,969.0,52.0,65.0,487,17,161,64,151,61.0,213,107,jason-kapono-1,Role Player
2005,Jason Maxiell,Cincinnati,26,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,77.0,78.25,107.0,257.6,87.25,28,90,,cusa,148.0,302,164,273,176,1037.0,106.0,82.0,506,33,5,2,254,64.0,297,162,jason-maxiell-1,Role Player
2001,Jason Richardson,Michigan State,5,F,11.75,3.1,3.12,32.5,39.5,15.0,5.3,8.95,9.59,76.75,80.81,102.5,213.0,83.5,73,28,,big-ten,134.0,362,182,106,73,940.0,61.0,74.0,486,38,122,49,195,42.0,240,133,jason-richardson-1,Starter
2007,Jason Smith,Colorado State,20,F,10.96,3.1,3.29,33.5,37.5,15.0,7.5,8.95,9.59,82.75,83.5,106.0,233.0,82.75,58,47,,mwc,206.0,302,175,200,154,905.0,98.0,94.0,504,16,3,0,304,102.0,299,175,jason-smith-1,Role Player
2008,Jason Thompson,Rider,12,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,93,91,,maac,298.0,491,275,229,133,1177.0,114.0,100.0,694,36,34,11,412,99.0,457,264,jason-thompson-1,Role Player
2007,Javaris Crittenton,Georgia Tech,19,G,11.6,3.04,3.32,32.5,38.0,11.0,4.5,8.46,9.1,75.0,76.75,98.0,194.0,77.5,184,2,,acc,91.0,351,158,138,108,1003.0,28.0,67.0,460,65,101,36,119,124.0,250,122,javaris-crittenton-1,Exclude
2017,Jawun Evans,Oklahoma State,39,G,11.34,3.26,3.21,27.5,33.5,1.0,9.1,8.0,7.75,70.75,71.5,95.0,185.2,77.5,204,4,9.1,big-12,86.0,482,211,191,155,936.0,24.0,74.0,613,57,95,36,110,90.0,387,175,jawun-evans-1,Exclude
2002,Jay Williams,Duke,2,G,10.34,3.04,3.09,28.5,36.0,10.0,6.39,8.46,9.1,72.25,76.12,97.0,197.0,75.5,187,3,,acc,97.0,545,249,207,140,1175.0,27.0,80.0,746,76,282,108,124,131.0,263,141,jay-williams-1,Exclude
2016,Jaylen Brown,California,3,G,11.11,3.04,3.22,30.1,36.1,8.78,5.05,8.75,9.0,77.25,78.75,102.5,222.8,83.75,68,22,3.6,pac-12,146.0,378,163,217,142,939.0,36.0,108.0,498,27,102,30,182,105.0,276,133,jaylen-brown-1,Role Player
2017,Jayson Tatum,Duke,3,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,62,33,7.5,acc,174.0,365,165,139,118,966.0,39.0,86.0,488,39,117,40,213,76.0,248,125,jayson-tatum-1,Exclude
2009,Jeff Ayres,Arizona State,31,F,11.98,3.1,3.14,31.0,35.0,15.0,5.5,8.95,9.59,80.75,82.0,107.0,239.6,85.0,31,30,,pac-10,200.0,300,198,145,113,1139.0,87.0,94.0,509,17,1,0,287,43.0,299,198,jeff-pendergraph-1,Role Player
2007,Jeff Green,Georgetown,5,F,12.0,3.1,3.34,33.5,38.0,17.0,3.7,8.95,9.59,79.0,81.5,103.0,228.0,85.25,117,43,,big-east,174.0,382,196,129,100,1232.0,62.0,92.0,528,30,96,36,236,96.0,286,160,jeff-green-1,Role Player
2009,Jeff Teague,Wake Forest,19,G,11.05,3.04,3.18,30.5,36.5,13.0,4.5,8.46,9.1,72.25,73.5,98.5,175.2,79.5,110,20,,acc,87.0,371,180,219,179,991.0,15.0,68.0,584,58,102,45,102,104.0,269,135,jeff-teague-1,Starter
2001,Jeff Trepagnier,Southern California,35,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,33,20,,pac-10,66.0,159,72,61,37,621.0,41.0,56.0,189,32,34,8,107,40.0,125,64,jeff-trepagnier-1,Exclude
2013,Jeff Withey,Kansas,39,C,12.49,3.29,3.47,26.5,29.0,10.0,8.65,9.0,9.75,82.75,84.5,110.5,221.8,86.0,35,146,12.6,big-12,236.0,318,185,192,137,1144.0,79.0,77.0,508,28,1,1,315,73.0,317,184,jeff-withey-1,Starter
2014,Jerami Grant,Syracuse,39,F,11.46,3.1,3.3,29.41,34.23,11.36,3.75,9.25,9.25,78.5,79.75,107.0,214.0,86.75,44,18,5.8,acc,139.0,268,133,178,120,1005.0,78.0,75.0,386,26,5,0,217,37.0,263,133,jerami-grant-1,Role Player
2010,Jeremy Evans,Western Kentucky,55,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,25,61,,sun-belt,134.0,211,137,93,64,901.0,101.0,98.0,341,28,12,3,235,36.0,199,134,jeremy-evans-1,Exclude
2012,Jeremy Lamb,Connecticut,12,G,10.98,3.04,3.25,31.5,38.0,5.0,4.5,8.75,9.25,76.0,77.25,102.0,179.2,83.0,58,21,7.6,big-east,134.0,454,217,121,98,1266.0,32.0,57.0,603,42,211,71,166,68.0,243,146,jeremy-lamb-1,Starter
2015,Jerian Grant,Notre Dame,19,G,11.11,3.04,3.22,30.1,36.1,8.78,5.6,8.25,8.5,75.25,76.25,100.0,198.0,79.5,253,19,8.9,acc,102.0,427,204,218,170,1408.0,13.0,75.0,628,63,158,50,115,82.0,269,154,jerian-grant-1,Role Player
2009,Jermaine Taylor,Central Florida,32,G,11.54,3.04,3.32,34.0,37.5,16.0,5.8,8.46,9.1,75.5,76.75,101.0,207.4,80.75,58,24,,cusa,102.0,606,291,170,138,989.0,59.0,55.0,812,39,245,92,161,87.0,361,199,jermaine-taylor-1,Exclude
2007,Jermareo Davidson,Alabama,36,F,12.63,3.1,3.53,27.0,30.0,7.0,6.9,8.95,9.59,81.0,83.0,109.5,230.0,88.0,44,70,,sec,184.0,366,149,151,117,968.0,63.0,54.0,419,23,16,4,247,50.0,350,145,jermareo-davidson-1,Exclude
2010,Jerome Jordan,Tulsa,44,C,11.96,3.1,3.42,27.58,31.48,10.79,6.9,9.0,10.25,83.5,84.75,113.0,244.2,89.25,44,82,,cusa,233.0,335,184,250,172,1043.0,84.0,98.0,540,16,0,0,317,79.0,335,184,jerome-jordan-1,Exclude
2018,Jerome Robinson,Boston College,13,G,11.11,3.04,3.22,30.1,36.1,8.78,6.05,9.0,10.0,76.0,77.0,98.0,188.4,79.25,116,5,4.4,acc,109.0,513,249,176,146,1260.0,17.0,88.0,725,30,198,81,126,96.0,315,168,jerome-robinson-2,Exclude
2008,Jerryd Bayless,Arizona,11,G,11.26,3.04,3.07,31.0,38.0,10.0,4.7,8.46,9.1,73.75,75.0,97.0,204.0,75.5,121,3,,pac-10,69.0,378,173,223,187,1072.0,13.0,66.0,592,29,145,59,82,89.0,233,114,jerryd-bayless-1,Role Player
2001,Jeryl Sasser,Southern Methodist,22,G,11.47,3.04,3.22,29.0,34.0,1.0,6.7,8.46,9.1,77.5,76.12,103.5,194.0,82.5,22,16,,wac,141.0,431,170,163,117,1011.0,101.0,62.0,492,41,122,35,242,62.0,309,135,jeryl-sasser-1,Exclude
2018,Jevon Carter,West Virginia,32,G,11.04,3.05,3.18,29.0,36.5,14.0,4.15,9.25,8.5,72.25,73.5,95.0,196.2,76.25,246,13,12.5,big-12,143.0,509,215,155,133,1313.0,29.0,111.0,640,112,196,77,172,98.0,313,138,jevon-carter-1,Exclude
2011,Jimmer Fredette,Brigham Young,10,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,160,1,9.5,mwc,103.0,765,346,282,252,1323.0,24.0,49.0,1068,49,313,124,127,131.0,452,222,jimmer-fredette-1,Role Player
2011,Jimmy Butler,Marquette,30,F,11.12,3.1,3.15,32.0,39.0,14.0,5.4,9.0,9.0,78.0,79.75,101.5,222.2,79.5,86,13,9.4,big-east,135.0,382,187,240,188,1282.0,90.0,49.0,582,53,58,20,225,54.0,324,167,jimmy-butler-1,All-Star
2007,Joakim Noah,Florida,9,F,11.79,3.1,3.47,32.5,37.5,12.0,4.8,8.95,9.59,82.0,84.0,106.5,223.0,85.25,90,72,,sec,235.0,285,173,199,132,1034.0,102.0,90.0,479,45,1,1,337,100.0,284,172,joakim-noah-1,Starter
2009,Jodie Meeks,Kentucky,41,G,10.96,3.04,3.1,28.5,37.0,14.0,8.0,8.46,9.1,75.0,76.0,98.0,211.4,76.5,63,5,,sec,103.0,568,263,234,211,1237.0,19.0,69.0,854,48,288,117,122,96.0,280,146,jodie-meeks-1,Starter
2008,Joe Alexander,West Virginia,8,F,11.33,3.1,2.99,32.5,38.5,24.0,5.8,8.95,9.59,79.25,80.25,106.0,220.0,83.5,88,54,,big-east,163.0,474,219,194,158,1137.0,68.0,103.0,607,26,41,11,231,80.0,433,208,joe-alexander-1,Exclude
2008,Joe Crawford,Kentucky,58,G,11.67,3.04,3.22,31.0,36.0,13.0,7.6,8.46,9.1,75.0,76.0,99.5,213.0,77.75,64,5,,sec,78.0,401,188,130,99,1009.0,31.0,81.0,538,17,173,63,109,83.0,228,125,joe-crawford-1,Exclude
2014,Joe Harris,Virginia,33,G,11.11,2.92,3.31,28.5,33.5,8.78,6.2,8.5,9.75,76.75,78.25,100.0,215.0,78.0,84,8,9.6,acc,87.0,338,149,114,73,1066.0,22.0,88.0,443,35,180,72,109,48.0,158,77,joe-harris--1,Role Player
2001,Joe Johnson,Arkansas,10,F,12.05,3.1,3.4,32.5,36.5,12.0,6.7,8.95,9.59,78.75,80.81,105.0,226.0,81.0,77,12,,sec,126.0,346,162,91,68,873.0,67.0,46.0,427,43,79,35,193,70.0,267,127,joe-johnson-1,Role Player
2015,Joe Young,Oregon,43,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,135,1,6.1,pac-12,141.0,592,265,134,124,1322.0,19.0,51.0,745,41,255,91,160,87.0,337,174,joseph-young-1,Exclude
2016,Joel Bolomboy,Weber State,52,F,10.26,2.86,3.17,37.5,40.5,11.36,5.15,9.0,10.25,79.5,81.0,103.5,224.4,85.75,35,40,3.5,big-sky,306.0,337,193,228,159,1041.0,109.0,73.0,565,23,55,20,415,78.0,282,173,joel-bolomboy-1,Exclude
2014,Joel Embiid,Kansas,3,C,11.96,3.1,3.42,27.58,31.48,10.79,8.73,9.12,9.86,82.59,83.73,110.57,247.02,87.72,38,72,14.9,big-12,162.0,171,107,143,98,647.0,65.0,94.0,313,25,5,1,227,66.0,166,106,joel-embiid-1,All-Star
2000,Joel Przybilla,Minnesota,9,C,11.96,3.1,3.42,27.58,31.48,10.79,8.73,9.12,9.86,82.59,83.73,110.57,247.02,87.72,50,81,,big-ten,,199,122,111,55,638.0,,61.0,299,17,0,0,176,77.0,199,122,joel-przybilla-1,Exclude
2008,Joey Dorsey,Memphis,33,F,11.84,3.1,3.2,27.5,33.0,19.0,9.0,8.95,9.59,78.25,79.25,107.0,265.0,85.75,20,74,,cusa,228.0,167,108,119,45,958.0,134.0,107.0,261,41,0,0,362,41.0,167,108,joey-dorsey-1,Role Player
2005,Joey Graham,Oklahoma State,16,F,10.62,3.1,3.05,30.0,36.0,26.0,7.79,8.95,9.59,77.25,78.5,104.0,216.6,80.0,67,5,,big-12,151.0,380,201,177,157,1009.0,53.0,102.0,585,30,55,26,204,88.0,325,175,joey-graham-1,Bust
2017,John Collins,Wake Forest,19,F,11.66,3.27,3.27,33.0,37.5,15.0,5.4,9.0,10.0,80.25,81.5,106.5,225.2,83.25,17,52,7.9,acc,200.0,376,234,220,164,878.0,124.0,98.0,632,21,1,0,324,60.0,375,234,john-collins-1,Exclude
2012,John Henson,North Carolina,14,F,11.46,3.1,3.3,25.5,30.0,5.0,8.6,9.25,10.0,81.0,82.5,112.0,216.0,89.0,44,101,9.6,acc,259.0,410,205,135,69,1019.0,89.0,55.0,479,20,0,0,348,45.0,410,205,john-henson-1,Starter
2012,John Jenkins,Vanderbilt,23,G,11.36,3.04,3.37,30.5,36.5,10.0,7.1,9.0,9.0,75.25,76.25,98.0,212.0,80.5,42,11,9.7,sec,85.0,458,217,153,128,1177.0,16.0,42.0,696,29,305,134,101,55.0,153,83,john-jenkins-1,Exclude
2002,John Salmons,Miami (FL),26,F,11.35,3.1,3.25,30.5,34.5,12.0,7.79,8.95,9.59,77.5,80.81,104.0,207.0,82.25,195,20,,big-east,132.0,297,137,146,123,1077.0,59.0,75.0,419,57,71,22,191,119.0,226,115,john-salmons-1,Role Player
2010,John Wall,Kentucky,1,G,10.84,3.04,3.14,30.0,39.0,8.78,5.6,8.25,9.5,74.75,76.0,101.5,195.6,81.25,241,19,,sec,129.0,438,202,232,175,1288.0,30.0,72.0,616,66,114,37,159,149.0,324,165,john-wall-1,Starter
2009,Jon Brockman,Washington,38,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,39,3,,pac-10,247.0,361,190,197,126,1036.0,144.0,102.0,506,31,1,0,391,65.0,360,190,jon-brockman-1,Exclude
2011,Jon Leuer,Wisconsin,40,F,10.82,3.1,3.36,29.5,36.5,14.0,5.4,8.75,9.75,82.0,83.5,105.5,223.2,84.0,56,30,8.3,big-ten,189.0,483,227,134,113,1139.0,57.0,75.0,621,17,146,54,246,54.0,337,173,jon-leuer-1,Role Player
2017,Jonah Bolden,Red Star Belgrade (Serbia),36,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,33,27,5.4,,114.0,123,51,45,33,672.0,36.0,64.0,144,21,36,9,150,26.0,87,42,jonah-bolden-1,Exclude
2017,Jonathan Isaac,Florida State,6,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,37,49,10.9,acc,195.0,256,130,118,92,839.0,56.0,70.0,383,37,89,31,251,48.0,167,99,jonathan-isaac-1,Exclude
2009,Jonny Flynn,Syracuse,6,G,10.86,3.04,3.23,33.0,40.0,10.0,6.3,8.46,9.1,71.25,72.75,95.5,195.6,76.0,254,6,,big-east,82.0,476,219,229,180,1418.0,22.0,55.0,663,54,142,45,104,129.0,334,174,jonny-flynn-1,Exclude
2014,Jordan Adams,California-Los Angeles,22,G,12.13,3.05,3.5,24.5,29.5,8.78,10.8,8.5,7.5,75.5,76.75,102.0,208.8,82.0,84,5,12.0,pac-12,125.0,429,208,189,158,1082.0,67.0,78.0,626,95,146,52,192,54.0,283,156,jordan-adams-1,Exclude
2017,Jordan Bell,Oregon,38,F,10.63,2.83,3.21,31.5,38.0,16.0,5.4,9.25,9.5,79.0,80.5,104.5,223.6,83.75,70,88,13.6,pac-12,230.0,269,171,117,82,1124.0,112.0,68.0,427,49,14,3,342,75.0,255,168,jordan-bell-1,Exclude
2014,Jordan Clarkson,Missouri,46,G,10.76,2.98,3.28,33.0,38.5,8.78,4.3,8.25,9.0,75.25,77.0,98.0,186.3,80.0,118,6,4.0,sec,106.0,467,209,195,162,1228.0,28.0,76.0,612,38,114,32,134,93.0,353,177,jordan-clarkson-1,Role Player
2010,Jordan Crawford,Xavier,27,G,11.03,3.04,3.37,31.5,34.5,7.0,4.9,8.0,9.0,75.0,76.5,101.0,198.4,79.0,101,7,,atlantic-10,132.0,563,260,154,119,1147.0,34.0,57.0,718,47,202,79,166,85.0,361,181,jordan-crawford-1,Role Player
2006,Jordan Farmar,California-Los Angeles,26,G,11.07,3.04,3.17,33.5,42.0,11.0,4.4,8.46,9.1,72.75,74.0,94.5,171.0,75.0,189,9,,pac-10,74.0,420,172,127,91,1125.0,21.0,63.0,498,41,189,63,95,135.0,231,109,jordan-farmar-1,Starter
2011,Jordan Hamilton,Texas,26,F,11.47,3.1,3.3,25.0,32.0,7.0,9.8,9.0,9.25,78.75,80.5,104.0,228.4,81.5,76,23,10.4,big-12,204.0,552,243,122,95,1159.0,72.0,64.0,671,31,234,90,276,77.0,318,153,jordan-hamilton-2,Exclude
2009,Jordan Hill,Arizona,8,F,12.23,3.1,3.3,31.0,35.0,11.0,6.0,8.95,9.59,81.25,82.25,108.0,232.4,85.5,50,58,,pac-10,232.0,469,252,179,117,1213.0,143.0,102.0,621,30,0,0,375,97.0,469,252,jordan-hill-1,Exclude
