year,player,affiliation,overall_pick,position,lane_agility,shuttle_run,sprint,standing_leap,max_leap,bench_press,body_fat,hand_length,hand_width,height_no_shoes,height_shoes,reach,weight,wingspan,assists,blocks,box_plus_minus,conference,defensive_rebounds,field_goal_attempts,field_goals,free_throw_attempt,free_throws,minutes_played,offensive_rebounds,personal_fouls,points,steals,three_point_attempts,three_pointers,total_rebounds,turnovers,two_point_attempts,two_pointers,player_id,classification
2003,T.J. Ford,Texas,8,G,11.45,3.04,3.2,32.5,39.5,0.0,6.7,8.46,9.1,71.0,76.12,93.5,162.0,71.5,254,5,,big-12,107.0,397,159,194,159,1110.0,21.0,83.0,495,66,68,18,128,107.0,329,141,tj-ford-1,Starter
2014,T.J. Warren,North Carolina State,14,F,11.1,3.04,3.26,27.0,35.5,11.36,7.95,8.75,9.0,79.0,80.25,104.0,220.2,82.25,40,21,8.8,acc,137.0,652,342,226,156,1238.0,113.0,97.0,871,63,116,31,250,83.0,536,311,tj-warren-1,Role Player
2009,Taj Gibson,Southern California,26,F,11.56,3.1,3.41,25.5,30.0,12.0,6.6,8.95,9.59,80.5,81.75,109.0,214.4,88.0,44,100,,pac-10,193.0,316,190,182,120,1179.0,123.0,103.0,500,34,0,0,316,72.0,316,190,taj-gibson-1,Role Player
2002,Tamar Slay,Marshall,53,F,10.94,3.1,3.09,32.5,38.0,11.0,7.79,8.95,9.59,78.75,80.81,104.0,203.0,83.5,72,16,,mac,123.0,439,196,130,95,1031.0,38.0,81.0,567,49,191,80,161,89.0,248,116,tamar-slay-1,Exclude
2007,Taurean Green,Florida,52,G,11.3,3.04,3.26,29.0,32.5,8.0,4.6,8.46,9.1,71.0,72.75,96.0,173.0,74.25,147,1,,sec,87.0,347,154,166,141,1328.0,9.0,60.0,531,42,202,82,96,107.0,145,72,taurean-green-1,Exclude
2016,Taurean Prince,Baylor,12,F,10.96,2.8,3.24,34.0,36.0,11.36,6.45,9.0,8.5,78.5,79.75,102.0,220.2,83.5,77,25,7.4,big-12,125.0,433,187,146,113,1040.0,81.0,86.0,540,43,147,53,206,91.0,286,134,taurean-prince-1,Role Player
2009,Taylor Griffin,Oklahoma,48,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,48,36,,big-12,128.0,233,125,130,91,1081.0,82.0,100.0,346,47,14,5,210,62.0,219,120,taylor-griffin-1,Exclude
2002,Tayshaun Prince,Kentucky,23,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,52,43,,sec,135.0,441,206,118,83,1067.0,67.0,51.0,560,34,191,65,202,64.0,250,141,tayshaun-prince-1,Starter
2001,Terence Morris,Maryland,33,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,68,79,,acc,186.0,366,158,122,97,993.0,91.0,94.0,439,32,90,26,277,64.0,276,132,terence-morris-1,Exclude
2012,Terrence Jones,Kentucky,18,F,11.57,3.1,3.4,29.5,34.5,12.0,7.7,9.0,10.0,80.25,81.5,107.0,252.0,86.25,51,68,10.4,sec,176.0,354,177,158,99,1115.0,96.0,91.0,469,49,49,16,272,62.0,305,161,terrence-jones-1,Starter
2012,Terrence Ross,Washington,8,G,11.78,3.04,3.28,31.0,37.5,2.0,3.2,8.75,10.25,78.0,79.0,100.5,196.6,79.25,49,33,6.7,pac-12,177.0,470,215,94,72,1088.0,48.0,99.0,574,44,194,72,225,70.0,276,143,terrence-ross-1,Starter
2009,Terrence Williams,Louisville,11,G,11.15,3.04,3.18,30.5,37.0,9.0,5.1,8.46,9.1,77.0,78.25,103.5,213.2,81.0,185,29,,big-east,266.0,392,169,117,68,1266.0,51.0,62.0,463,86,148,57,317,86.0,244,112,terrence-williams-1,Exclude
2015,Terry Rozier,Louisville,16,G,10.84,2.84,3.15,33.0,38.0,7.0,5.6,8.25,8.5,72.5,74.25,98.5,190.2,80.25,108,6,8.4,acc,157.0,521,214,176,139,1260.0,43.0,62.0,615,72,157,48,200,79.0,364,166,terry-rozier-1,Starter
2007,Thaddeus Young,Georgia Tech,12,F,11.06,3.1,3.19,34.5,37.0,13.0,4.9,8.95,9.59,77.75,79.5,106.0,210.0,83.5,63,12,,acc,79.0,370,177,70,52,917.0,72.0,61.0,445,39,93,39,151,67.0,277,138,thaddeus-young-1,Starter
2017,Thomas Bryant,Indiana,42,F,11.42,3.12,3.37,25.5,33.0,7.0,9.4,9.5,10.25,81.5,82.75,112.5,247.8,90.0,50,52,7.5,big-ten,150.0,285,148,148,108,954.0,76.0,104.0,427,26,60,23,226,78.0,225,125,thomas-bryant-1,Exclude
2012,Thomas Robinson,Kansas,5,F,11.96,3.1,3.17,28.5,35.5,15.0,5.0,9.75,10.5,79.75,80.75,106.0,244.2,87.25,72,34,7.7,big-12,350.0,517,261,239,163,1242.0,113.0,107.0,692,42,14,7,463,104.0,503,254,thomas-robinson-2,Exclude
2018,Thomas Welsh,California-Los Angeles,58,F,11.46,3.1,3.3,29.41,34.23,11.0,10.9,9.0,10.5,83.5,84.5,109.5,254.0,84.0,46,29,6.0,pac-12,271.0,334,162,58,48,1096.0,87.0,79.0,417,22,112,45,358,34.0,222,117,thomas-welsh-1,Exclude
2013,Tim Hardaway Jr.,Michigan,24,G,10.68,2.93,3.25,31.5,37.5,16.0,6.05,8.0,9.25,76.5,78.25,101.0,199.4,79.0,93,17,5.8,big-ten,168.0,460,201,111,77,1324.0,9.0,73.0,552,26,195,73,177,71.0,265,128,tim-hardaway-jr-1,Role Player
2002,Tito Maddox,Fresno State,37,G,12.2,3.04,3.24,27.0,32.5,0.0,6.39,8.46,9.1,75.0,76.12,99.0,200.0,77.0,200,5,,,113.0,281,110,138,97,807.0,31.0,67.0,337,41,70,20,144,130.0,211,90,tito-maddox-1,Exclude
2011,Tobias Harris,Tennessee,19,F,10.96,3.1,3.17,31.5,37.5,12.0,8.4,8.75,9.0,78.5,79.75,103.5,222.8,83.0,44,29,5.5,sec,180.0,402,185,170,128,993.0,67.0,70.0,521,24,76,23,247,62.0,326,162,tobias-harris-1,Starter
2009,Toney Douglas,Florida State,29,G,10.63,3.04,3.03,28.0,32.5,15.0,5.2,8.46,9.1,73.0,74.0,97.5,183.4,78.0,102,15,,acc,109.0,536,239,232,188,1279.0,28.0,76.0,751,63,221,85,137,87.0,315,154,toney-douglas-1,Role Player
2004,Tony Allen,Oklahoma State,25,G,10.7,3.04,3.19,31.5,36.5,17.0,6.7,8.46,9.1,75.5,76.25,102.0,214.0,81.0,109,30,,big-12,130.0,405,204,194,131,1107.0,63.0,105.0,561,72,74,22,193,98.0,331,182,tony-allen-1,Role Player
2017,Tony Bradley,North Carolina,28,C,11.79,2.99,3.44,24.5,27.5,5.0,12.0,9.5,9.5,81.25,82.75,112.5,248.8,89.0,23,22,9.8,acc,97.0,178,102,105,65,553.0,98.0,69.0,269,10,0,0,195,25.0,178,102,tony-bradley-1,Exclude
2013,Tony Mitchell,North Texas,37,F,11.82,3.25,3.52,33.5,38.0,13.0,5.55,9.0,10.0,79.5,80.75,106.5,236.4,86.5,26,87,2.8,sun-belt,195.0,318,140,157,106,1037.0,78.0,93.0,416,31,100,30,273,78.0,218,110,tony-mitchell-4,Exclude
2013,Tony Snell,New Mexico,20,F,11.36,2.84,3.25,30.0,36.5,7.0,4.85,9.0,9.5,78.0,79.25,105.5,198.2,83.5,101,17,5.8,mwc,78.0,341,144,102,86,1093.0,14.0,46.0,438,29,164,64,92,72.0,177,80,tony-snell-1,Role Player
2012,Tony Wroten,Washington,25,G,10.75,3.04,3.24,30.0,35.5,0.0,5.2,8.0,9.0,76.75,78.0,101.0,203.2,81.0,130,13,5.2,pac-12,96.0,447,198,264,154,1062.0,80.0,93.0,559,66,56,9,176,132.0,391,189,tony-wroten-1,Exclude
2018,Trae Young,Oklahoma,5,G,11.11,3.04,3.22,30.1,36.1,8.78,5.35,8.0,9.25,72.5,73.75,95.5,177.8,75.0,279,8,11.7,big-12,111.0,618,261,274,236,1133.0,14.0,57.0,876,54,328,118,125,167.0,290,143,trae-young-1,Exclude
2005,Travis Diener,Marquette,38,G,10.85,3.04,3.26,24.5,31.0,1.0,6.39,8.46,9.1,71.75,73.0,93.5,165.2,71.75,160,1,,cusa,75.0,312,131,148,124,783.0,15.0,46.0,454,31,168,68,90,58.0,144,63,travis-diener-1,Role Player
2003,Travis Hansen,Brigham Young,37,G,10.72,3.04,3.18,31.5,35.0,16.0,6.0,8.46,9.1,76.5,76.12,100.5,200.0,78.5,77,20,,mwc,99.0,383,169,204,163,1025.0,53.0,97.0,537,29,106,36,152,84.0,277,133,travis-hansen-1,Exclude
2011,Travis Leslie,Georgia,47,G,11.0,3.04,3.13,33.0,40.5,10.0,8.1,8.75,9.25,75.0,76.25,103.0,205.0,82.5,97,20,9.4,sec,131.0,360,177,136,109,1062.0,106.0,63.0,476,40,43,13,237,71.0,317,164,travis-leslie-1,Exclude
2001,Trenton Hassell,Austin Peay,29,G,11.57,3.04,3.29,35.5,37.5,12.0,5.3,8.46,9.1,76.25,76.12,99.5,205.0,80.0,144,15,,ovc,167.0,507,246,186,148,1213.0,82.0,67.0,693,39,136,53,249,121.0,371,193,trenton-hassell-1,Role Player
2004,Trevor Ariza,California-Los Angeles,43,G,11.63,3.04,3.29,29.5,32.0,8.0,8.0,8.46,9.1,79.0,80.25,107.5,201.0,86.0,52,11,,pac-10,101.0,251,107,113,57,789.0,61.0,69.0,289,42,76,18,162,81.0,175,89,trevor-ariza-1,Exclude
2010,Trevor Booker,Clemson,23,F,11.15,3.1,3.1,31.0,36.0,22.0,7.3,9.0,9.5,78.25,79.5,106.0,235.8,81.75,81,45,,acc,179.0,361,188,171,101,984.0,89.0,63.0,486,43,34,9,268,62.0,327,179,trevor-booker-1,Starter
2013,Trey Burke,Michigan,9,G,11.2,3.01,3.16,29.5,36.5,3.0,6.9,8.25,8.75,71.75,73.25,97.5,187.0,77.5,260,20,12.2,big-ten,103.0,560,259,166,133,1378.0,21.0,73.0,727,62,198,76,124,86.0,362,183,trey-burke-1,Role Player
2015,Trey Lyles,Kentucky,12,F,11.46,3.1,3.3,29.41,34.23,11.36,12.1,9.25,10.25,81.0,82.25,108.0,241.2,85.5,38,16,8.9,sec,123.0,240,117,102,75,828.0,65.0,57.0,313,19,29,4,188,41.0,211,113,trey-lyles-1,Role Player
2011,Trey Thompkins,Georgia,37,F,11.72,3.1,3.41,27.5,30.5,15.0,15.5,9.25,9.75,80.5,81.75,107.5,239.0,85.0,42,50,5.8,sec,173.0,403,194,119,82,937.0,56.0,67.0,493,33,74,23,229,76.0,329,171,trey-thompkins-1,Exclude
2011,Tristan Thompson,Texas,4,F,10.92,3.1,3.26,30.0,35.0,9.0,6.2,8.75,9.25,79.5,80.75,108.5,227.4,85.25,45,86,11.1,big-12,144.0,315,172,261,127,1104.0,138.0,100.0,471,34,0,0,282,64.0,315,172,tristan-thompson-2,Role Player
2003,Troy Bell,Boston College,16,G,10.89,3.04,3.06,34.5,41.0,17.0,5.3,8.46,9.1,72.25,76.12,97.5,178.0,77.0,115,6,,big-east,94.0,508,224,268,227,1198.0,48.0,66.0,781,70,264,106,142,79.0,244,118,troy-bell-1,Exclude
2018,Troy Brown Jr.,Oregon,15,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,111,7,4.3,pac-12,164.0,322,143,105,78,1093.0,53.0,78.0,396,55,110,32,217,86.0,212,111,troy-brown-5,Exclude
2001,Troy Murphy,Notre Dame,14,F,11.22,3.1,3.43,28.5,34.5,11.0,11.7,8.95,9.59,81.75,80.81,105.5,230.0,83.0,62,50,,big-east,183.0,473,223,231,177,1090.0,94.0,96.0,653,27,86,30,277,90.0,387,193,troy-murphy-1,Role Player
2009,Ty Lawson,North Carolina,18,G,10.98,3.04,3.12,29.0,36.5,14.0,6.6,8.46,9.1,71.25,72.5,94.5,196.6,72.75,230,5,,acc,81.0,342,182,208,166,1048.0,23.0,59.0,581,75,108,51,104,66.0,234,131,ty-lawson-1,Starter
2017,Tyler Dorsey,Oregon,41,G,10.55,2.98,3.16,30.5,36.0,8.0,4.7,8.5,9.25,75.0,76.5,99.5,182.6,77.25,67,4,6.3,pac-12,102.0,405,189,139,105,1169.0,33.0,57.0,571,30,208,88,135,59.0,197,101,tyler-dorsey-1,Exclude
2014,Tyler Ennis,Syracuse,18,G,11.12,2.84,3.3,29.0,36.0,8.78,6.2,8.25,8.75,73.0,74.5,98.0,181.5,79.25,187,6,7.7,acc,88.0,360,148,149,114,1215.0,27.0,69.0,440,71,85,30,115,58.0,275,118,tyler-ennis-1,Exclude
2009,Tyler Hansbrough,North Carolina,13,F,11.12,3.1,3.27,27.5,34.0,18.0,8.5,8.95,9.59,80.25,81.5,106.0,234.2,83.5,34,12,,acc,173.0,434,223,296,249,1029.0,103.0,77.0,704,42,23,9,276,63.0,411,214,tyler-hansbrough-1,Role Player
2011,Tyler Honeycutt,California-Los Angeles,35,F,11.68,3.1,3.07,30.0,37.0,11.36,5.3,8.5,9.5,78.75,80.25,105.0,186.8,81.0,93,67,7.3,pac-10,188.0,355,144,106,78,1154.0,50.0,52.0,421,29,152,55,238,100.0,203,89,tyler-honeycutt-1,Exclude
2017,Tyler Lydon,Syracuse,24,F,11.68,2.81,3.46,29.5,33.5,1.0,13.6,8.75,8.75,80.25,81.5,107.5,215.0,84.0,70,49,8.9,acc,215.0,319,151,116,97,1227.0,79.0,84.0,448,35,124,49,294,59.0,195,102,tyler-lydon-1,Exclude
2016,Tyler Ulis,Kentucky,34,G,10.8,2.88,3.2,32.5,38.0,8.78,5.2,7.5,7.5,68.75,70.0,88.5,149.2,74.0,246,4,9.6,sec,86.0,442,192,195,167,1288.0,19.0,64.0,606,51,160,55,105,69.0,282,137,tyler-ulis-1,Exclude
2012,Tyler Zeller,North Carolina,17,F,11.13,3.1,3.4,30.0,34.0,16.0,6.4,9.0,9.75,83.25,84.5,104.5,247.4,84.0,36,58,11.6,acc,219.0,398,220,224,181,1070.0,146.0,102.0,621,34,0,0,365,73.0,398,220,tyler-zeller-1,Role Player
2009,Tyreke Evans,Memphis,4,G,11.81,3.04,3.17,28.5,34.0,7.0,7.1,8.46,9.1,76.0,77.25,104.0,220.6,83.25,143,29,,cusa,151.0,505,230,194,138,1072.0,47.0,89.0,632,77,124,34,198,133.0,381,196,tyreke-evans-1,Starter
2016,Tyrone Wallace,California,60,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,123,12,7.1,pac-12,121.0,343,151,154,100,901.0,27.0,63.0,427,27,84,25,148,74.0,259,126,tyrone-wallace-1,Exclude
2006,Tyrus Thomas,Louisiana State,4,F,11.36,3.1,3.2,34.0,39.5,8.0,5.6,8.95,9.59,79.25,80.25,108.0,217.0,87.0,42,99,,sec,205.0,250,152,137,90,829.0,90.0,82.0,395,33,1,1,295,59.0,249,151,tyrus-thomas-1,Starter
2012,Tyshawn Taylor,Kansas,41,G,11.48,3.04,3.2,32.0,36.5,0.0,4.2,8.75,8.75,74.75,76.0,97.5,177.0,78.25,186,6,6.0,big-12,83.0,474,226,199,137,1303.0,8.0,77.0,647,52,152,58,91,138.0,322,168,tyshawn-taylor-1,Exclude
2015,Tyus Jones,Duke,24,G,11.84,2.95,3.32,26.5,32.5,2.0,6.5,8.25,8.75,72.5,74.0,97.0,184.6,77.0,217,3,9.4,acc,118.0,324,135,162,144,1322.0,19.0,46.0,461,59,124,47,137,76.0,200,88,tyus-jones-1,Starter
2011,Vernon Macklin,Florida,52,C,11.96,3.1,3.42,27.58,31.48,10.79,8.73,9.12,9.86,82.59,83.73,110.57,247.02,87.72,30,26,4.9,sec,117.0,322,191,102,46,905.0,82.0,91.0,428,13,0,0,199,63.0,322,191,vernon-macklin-1,Exclude
2013,Victor Oladipo,Indiana,2,G,10.69,3.14,3.25,33.0,42.0,15.0,6.55,8.75,9.25,75.25,76.25,100.5,213.2,81.25,74,28,17.0,big-ten,134.0,304,182,130,97,1021.0,93.0,89.0,491,78,68,30,227,83.0,236,152,victor-oladipo-1,Starter
2002,Vincent Yarbrough,Tennessee,32,F,11.7,3.1,3.32,30.0,34.0,10.0,7.79,8.95,9.59,77.5,80.81,104.5,202.0,84.5,87,25,,sec,164.0,457,194,163,112,1097.0,70.0,60.0,560,58,167,60,234,93.0,290,134,vincent-yarbrough-1,Exclude
2005,Von Wafer,Florida State,39,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,48,8,,acc,68.0,284,124,68,49,758.0,5.0,33.0,362,30,164,65,73,49.0,120,59,von-wafer-1,Exclude
2008,Walter Sharpe,Alabama-Birmingham,32,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,20,22,,cusa,60.0,130,68,65,34,299.0,22.0,36.0,170,14,3,0,82,34.0,127,68,walter-sharpe-1,Exclude
2009,Wayne Ellington,North Carolina,28,G,11.14,3.04,3.2,31.5,38.0,13.0,5.5,8.46,9.1,76.25,77.25,100.0,202.4,78.5,101,6,,acc,129.0,445,215,112,87,1155.0,57.0,57.0,602,36,204,85,186,62.0,241,130,wayne-ellington-1,Role Player
2005,Wayne Simien,Kansas,29,F,11.05,3.1,3.35,27.0,27.5,11.0,7.79,8.95,9.59,79.25,81.0,107.0,255.8,84.0,36,16,,big-12,203.0,346,191,174,142,892.0,84.0,67.0,528,15,14,4,287,60.0,332,187,wayne-simien-1,Exclude
2018,Wendell Carter Jr.,West Virginia,7,C,11.96,3.1,3.42,27.58,31.48,10.79,8.73,9.12,9.86,82.59,83.73,110.57,247.02,87.72,74,76,13.5,acc,226.0,319,179,168,124,997.0,109.0,105.0,501,30,46,19,335,75.0,273,160,wendell-carterjr-1,Exclude
2010,Wesley Johnson,Syracuse,4,F,11.43,3.1,3.14,32.0,37.0,16.0,4.6,9.0,9.5,78.25,79.25,106.0,206.4,85.0,78,64,,big-east,224.0,412,207,145,112,1224.0,75.0,72.0,577,58,123,51,299,81.0,289,156,wes-johnson-1,Role Player
2012,Will Barton,Memphis,40,G,12.5,3.04,3.6,30.0,34.0,0.0,4.1,9.0,9.5,77.0,78.0,102.5,174.4,81.75,102,25,10.4,cusa,209.0,452,230,179,134,1236.0,70.0,74.0,631,50,107,37,279,75.0,345,193,will-barton-1,Starter
2006,Will Blalock,Iowa State,60,G,11.08,3.04,3.18,35.0,40.0,8.0,7.2,8.46,9.1,71.25,72.5,96.5,194.0,78.0,184,2,,big-12,75.0,396,177,91,60,1072.0,24.0,55.0,461,65,118,47,99,89.0,278,130,will-blalock-1,Exclude
2001,Will Solomon,Clemson,32,G,11.3,3.04,3.22,28.5,35.0,4.0,4.0,8.46,9.1,71.75,76.12,99.5,172.0,81.5,102,9,,acc,69.0,461,183,165,130,998.0,17.0,71.0,591,42,252,95,86,123.0,209,88,will-solomon-1,Exclude
2015,Willie Cauley-Stein,Kentucky,6,C,11.96,3.1,3.42,27.58,31.48,10.79,6.3,9.5,9.0,83.25,84.5,111.0,242.4,87.0,38,67,14.7,sec,162.0,236,135,128,79,1012.0,89.0,78.0,349,47,0,0,251,48.0,236,135,willie-cauley-stein-1,Starter
2003,Willie Green,Detroit Mercy,41,G,11.86,3.04,3.19,28.5,28.5,13.0,8.0,8.46,9.1,74.5,76.12,100.0,201.0,79.25,75,13,,horizon,116.0,498,244,190,153,1021.0,32.0,71.0,678,40,99,37,148,68.0,399,207,willie-green-1,Bust
2010,Willie Warren,Oklahoma,54,G,11.21,3.04,3.5,23.0,31.5,10.0,7.6,8.5,9.5,74.5,75.75,99.5,208.4,78.0,86,1,,big-12,55.0,242,106,127,101,678.0,14.0,48.0,343,21,97,30,69,80.0,145,76,willie-warren-1,Exclude
2007,Wilson Chandler,DePaul,23,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,48,47,,big-east,172.0,431,194,107,70,1078.0,63.0,96.0,497,22,117,39,235,55.0,314,155,wilson-chandler-1,Role Player
2010,Xavier Henry,Kansas,12,G,11.1,3.04,3.18,28.5,36.5,8.0,4.7,8.75,10.0,77.25,78.5,105.0,210.2,83.25,53,18,,big-12,114.0,354,162,115,90,990.0,43.0,66.0,483,54,165,69,157,69.0,189,93,xavier-henry-1,Bust
2017,Zach Collins,Gonzaga,10,F,11.46,3.1,3.3,29.41,34.23,11.36,8.9,8.75,9.25,82.25,84.0,111.0,232.2,85.0,16,69,11.5,wcc,164.0,207,135,148,110,673.0,66.0,105.0,390,18,21,10,230,60.0,186,125,zach-collins-1,Exclude
2014,Zach LaVine,California-Los Angeles,13,G,10.42,2.8,3.19,33.5,41.5,8.78,4.7,8.25,8.75,76.5,77.75,100.0,180.9,80.25,66,6,3.5,pac-12,76.0,288,127,68,47,904.0,18.0,73.0,349,33,128,48,94,42.0,160,79,zach-lavine-1,Starter
2001,Zach Randolph,Michigan State,19,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,34,22,,big-ten,120.0,235,138,126,80,654.0,101.0,60.0,356,24,1,0,221,53.0,234,138,zach-randolph-1,Role Player
2018,Zhaire Smith,Texas Tech,16,F,11.02,3.15,3.05,33.0,41.5,10.0,6.05,8.75,8.25,74.75,76.0,100.0,198.6,81.75,66,42,12.0,big-12,102.0,277,154,127,91,1051.0,83.0,67.0,417,42,40,18,185,41.0,237,136,zhaire-smith-1,Exclude
