,assist_percentage,assists,box_plus_minus,block_percentage,blocks,conference,defensive_rebound_percentage,defensive_rebounds,effective_field_goal_percentage,field_goal_attempts,field_goals,free_throw_attempt_rate,free_throw_attempt,free_throw_percentage,free_throws,minutes_played,name,offensive_rebound_percentage,offensive_rebounds,personal_fouls,player_id,points,steal_percentage,steals,three_point_attempt_rate,three_point_attempts,three_point_percentage,three_pointers,total_rebound_percentage,total_rebounds,true_shooting_percentage,turnover_percentage,turnovers,two_point_attempts,two_point_percentage,two_pointers,usage_percentage
0,,142,,,292,,,,0.587,875,513,0.494,432,0.581,251,2042.0,Kenyon Martin,,,231.0,kenyon-martin-1,1279,,124,0.01,9,0.222,2,,869,0.592,14.3,139.0,866,0.59,511,
1,,37,,,130,,,,0.569,452,253,0.566,256,0.613,157,1332.0,Stromile Swift,,,131.0,stromile-swift-1,671,,65,0.073,33,0.242,8,,348,0.585,18.0,126.0,419,0.585,245,
2,,94,,,89,,,,0.519,1349,690,0.453,611,0.702,429,2204.0,Marcus Fizer,,,181.0,marcus-fizer-1,1830,,90,0.053,72,0.292,21,,716,0.558,12.1,225.0,1277,0.524,669,
3,,149,,,22,,,,0.547,601,290,0.473,284,0.718,204,1735.0,Mike Miller,,,122.0,mike-miller-1,862,,81,0.376,226,0.345,78,,389,0.586,16.0,140.0,375,0.565,212,
4,,45,,,30,,,,0.567,293,140,0.324,95,0.737,70,879.0,DerMarr Johnson,,,64.0,dermarr-johnson-1,402,,31,0.478,140,0.371,52,,123,0.594,12.0,46.0,153,0.575,88,
5,,55,,,264,,,,0.501,1003,498,0.581,583,0.684,399,2041.0,Chris Mihm,,,180.0,chris-mihm-1,1404,,36,0.03,30,0.3,9,,945,0.548,14.6,159.0,973,0.503,489,
6,,76,,,16,,,,0.476,255,105,0.2,51,0.784,40,577.0,Jamal Crawford,,,19.0,jamal-crawford-1,283,,19,0.396,101,0.327,33,,47,0.507,16.0,53.0,154,0.468,72,
7,,91,,,165,,,,0.591,340,201,0.479,163,0.521,85,1351.0,Joel Przybilla,,,150.0,joel-przybilla-1,487,,33,0.0,0,,0,,339,0.583,25.2,141.0,340,0.591,201,
8,,198,,,29,,,,0.472,543,223,0.51,277,0.733,203,1659.0,Keyon Dooling,,,103.0,keyon-dooling-1,716,,76,0.365,198,0.338,67,,142,0.531,16.6,134.0,345,0.452,156,
9,,66,,,81,,,,0.499,608,301,0.362,220,0.614,135,1661.0,Jerome Moiso,,,176.0,jerome-moiso-1,742,,61,0.036,22,0.227,5,,421,0.521,16.5,141.0,586,0.505,296,
10,,51,,,424,,,,0.6,825,495,0.709,585,0.598,350,2261.0,Etan Thomas,,,242.0,etan-thomas-1,1340,,85,0.0,0,,0,,847,0.608,15.9,148.0,825,0.6,495,
11,,249,,,21,,,,0.503,1767,805,0.248,438,0.767,336,3456.0,Courtney Alexander,,,200.0,courtney-alexander-1,2112,,127,0.259,458,0.362,166,,441,0.535,10.0,220.0,1309,0.488,639,
12,,816,,,16,,,,0.459,1331,540,0.324,431,0.738,318,2755.0,Mateen Cleaves,,,194.0,mateen-cleaves-1,1541,,195,0.343,457,0.313,143,,256,0.502,25.0,353.0,874,0.454,397,
13,,118,,,110,,,,0.491,1045,479,0.428,447,0.711,318,2602.0,Jason Collier,,,243.0,jason-collier-1,1345,,60,0.179,187,0.369,69,,693,0.535,17.9,256.0,858,0.478,410,
14,,147,,,92,,,,0.537,1268,616,0.367,465,0.731,340,3868.0,Desmond Mason,,,271.0,desmond-mason-1,1702,,158,0.275,349,0.372,130,,795,0.572,13.0,222.0,919,0.529,486,
15,,104,,,17,,,,0.519,893,405,0.338,302,0.728,220,2190.0,Quentin Richardson,,,144.0,quentin-richardson-1,1147,,59,0.355,317,0.369,117,,652,0.553,11.8,138.0,576,0.5,288,
16,,62,,,268,,,,0.503,784,394,0.554,434,0.636,276,2272.0,Jamaal Magloire,,,290.0,jamaal-magloire-1,1064,,68,0.0,0,,0,,789,0.537,20.0,201.0,784,0.503,394,
17,,660,,,33,,,,0.49,1505,705,0.48,722,0.748,540,2975.0,Speedy Claxton,,,186.0,speedy-claxton-1,2015,,288,0.134,202,0.322,65,,566,0.545,16.0,264.0,1303,0.491,640,
18,,129,,,42,,,,0.547,1161,562,0.367,426,0.746,318,2573.0,Morris Peterson,,,238.0,morris-peterson-1,1588,,119,0.333,387,0.377,146,,645,0.582,12.8,170.0,774,0.537,416,
19,,37,,,31,,,,0.507,284,144,0.496,141,0.61,86,746.0,Donnell Harvey,,,101.0,donnell-harvey-1,374,,27,0.004,1,0.0,0,,258,0.533,14.6,60.0,283,0.509,144,
20,5.9,76,,10.6,241,,,,0.506,630,319,0.587,370,0.641,237,2038.0,Mamadou N'Diaye,,,,mamadou-ndiaye-1,875,2.3,88,0.003,2,0.0,0,15.2,798,0.543,,,628,0.508,319,
21,,302,,,18,,,,0.464,797,316,0.363,289,0.727,210,2261.0,Erick Barkley,,,157.0,erick-barkley-1,949,,167,0.409,326,0.328,107,,202,0.508,13.4,145.0,471,0.444,209,
22,,69,,,64,,,,0.587,729,428,0.737,537,0.596,320,2007.0,Mark Madsen,,,204.0,mark-madsen-1,1176,,47,0.003,2,0.0,0,,857,0.598,12.9,107.0,727,0.589,428,
23,,82,,,26,,,,0.508,1091,485,0.434,474,0.831,394,2464.0,Dan Langhi,,,140.0,dan-langhi-1,1502,,58,0.33,360,0.383,138,,559,0.571,11.7,150.0,731,0.475,347,
24,,403,,,52,,,,0.541,1642,747,0.249,409,0.79,323,3260.0,A.J. Guyton,,,111.0,aj-guyton-1,2100,,129,0.417,684,0.414,283,,429,0.572,13.6,218.0,958,0.484,464,
25,,124,,,193,,,,0.542,596,323,0.555,331,0.656,217,2184.0,Jake Voskuhl,,,309.0,jake-voskuhl-1,863,,86,0.0,0,,0,,880,0.573,23.0,160.0,596,0.542,323,
26,,479,,,10,,,,0.486,1395,580,0.257,359,0.822,295,2149.0,Khalid El-Amin,,,155.0,khalid-el-amin-1,1650,,186,0.394,550,0.355,195,,319,0.527,15.6,188.0,845,0.456,385,
27,,147,,,42,,,,0.507,824,353,0.357,294,0.769,226,1938.0,Mike Smith,,,83.0,mike-smith-1,1062,,90,0.496,409,0.318,130,,449,0.551,20.0,241.0,415,0.537,223,
28,,405,,,19,,,,0.495,1794,763,0.187,336,0.798,268,4136.0,Eddie House,,,219.0,eddie-house-1,2044,,258,0.381,683,0.366,250,,502,0.523,10.8,195.0,1111,0.462,513,
29,,215,,,89,,,,0.46,1423,612,0.354,504,0.669,337,3001.0,Eduardo Najera,,,271.0,eduardo-najera-1,1646,,193,0.207,295,0.288,85,,910,0.495,13.1,201.0,1128,0.467,527,
30,,205,,,58,,,,0.47,1148,494,0.383,440,0.789,347,2845.0,Lavor Postell,,,230.0,lavor-postell-1,1427,,129,0.246,282,0.326,92,,716,0.526,13.8,172.0,866,0.464,402,
31,,139,,,50,,,,0.533,1075,538,0.415,446,0.774,345,2162.0,Hanno Mottola,,,259.0,hanno-mottola-1,1492,,37,0.198,213,0.333,71,,551,0.58,14.9,159.0,862,0.542,467,
32,,238,,,11,,,,0.488,1562,699,0.35,547,0.649,355,2187.0,Michael Redd,,,117.0,michael-redd-1,1879,,149,0.253,395,0.319,126,,593,0.516,11.4,151.0,1167,0.491,573,
33,,277,,,44,,,,0.521,1074,495,0.568,610,0.761,464,3693.0,Brian Cardinal,,,409.0,brian-cardinal-1,1584,,259,0.331,356,0.365,130,,749,0.581,15.6,253.0,718,0.508,365,
34,,126,,,65,,,,0.557,509,271,0.615,313,0.639,200,1777.0,Jabari Smith,,,157.0,jabari-smith-1,767,,56,0.165,84,0.298,25,,501,0.583,21.8,183.0,425,0.579,246,
35,,709,,,14,,,,0.445,1337,525,0.33,441,0.712,314,3293.0,Jason Hart,,,263.0,jason-hart-1,1503,,329,0.319,426,0.326,139,,433,0.486,21.3,313.0,911,0.424,386,
36,,34,,,39,,,,0.5,381,184,0.554,211,0.63,133,1223.0,Kaniel Dickens,,,122.0,kaniel-dickens-1,514,,47,0.097,37,0.351,13,,316,0.534,18.9,112.0,344,0.497,171,
37,,79,,,196,,,,0.632,858,542,0.499,428,0.652,279,1716.0,Dan McClintock,,,176.0,dan-mcclintock-1,1363,,40,0.001,1,0.0,0,,486,0.642,15.6,155.0,857,0.632,542,
38,7.4,64,,1.6,22,,,,0.476,685,320,0.464,318,0.651,207,1617.0,Chris Porter,,,146.0,chris-porter-1,859,4.1,116,0.057,39,0.308,12,14.5,450,0.514,13.0,125.0,646,0.477,308,27.1
39,,96,,,34,,,134.0,0.558,519,261,0.285,148,0.649,96,1522.0,Jason Richardson,,61.0,130.0,jason-richardson-1,675,,58,0.287,149,0.383,57,,348,0.573,12.0,80.0,370,0.551,204,
40,,239,,,254,,,191.0,0.594,1303,651,0.431,561,0.777,436,3450.0,Shane Battier,,94.0,229.0,shane-battier-1,1984,,266,0.454,592,0.416,246,,887,0.632,9.2,136.0,711,0.57,405,
41,,49,,,133,,,229.0,0.472,480,206,0.227,109,0.734,80,979.0,Eddie Griffin,,94.0,71.0,eddie-griffin-1,533,,26,0.267,128,0.32,41,,323,0.501,11.2,67.0,352,0.469,165,
42,,41,,,20,,,132.0,0.53,386,188,0.415,160,0.713,114,865.0,Rodney White,,50.0,73.0,rodney-white-1,523,,34,0.246,95,0.347,33,,182,0.566,15.1,82.0,291,0.533,155,
43,,127,,,24,,,126.0,0.515,648,302,0.262,170,0.753,128,1605.0,Joe Johnson,,67.0,90.0,joe-johnson-1,795,,88,0.239,155,0.406,63,,325,0.545,15.3,132.0,493,0.485,239,
44,,232,,,63,,,132.0,0.534,684,335,0.436,298,0.718,214,2211.0,Richard Jefferson,,58.0,219.0,richard-jefferson-1,944,,51,0.238,163,0.368,60,,416,0.572,21.6,227.0,521,0.528,275,
45,,158,,,126,,,183.0,0.52,1370,680,0.551,755,0.777,587,3298.0,Troy Murphy,,94.0,274.0,troy-murphy-1,2011,,113,0.139,191,0.335,64,,924,0.582,14.1,284.0,1179,0.522,616,
46,,24,,,128,,,103.0,0.586,430,252,0.465,200,0.6,120,1552.0,Steven Hunter,,66.0,141.0,steven-hunter-1,624,,11,0.005,2,0.0,0,,297,0.594,16.1,101.0,428,0.589,252,
47,,111,,,104,,,208.0,0.484,1150,544,0.354,407,0.717,292,2572.0,Kirk Haston,,80.0,255.0,kirk-haston-1,1406,,80,0.062,71,0.366,26,,748,0.523,12.7,195.0,1079,0.48,518,
48,,133,,,102,,,196.0,0.687,651,441,0.548,357,0.541,193,1864.0,Michael Bradley,,107.0,161.0,michael-bradley-1,1087,,64,0.052,34,0.353,12,,540,0.662,16.7,152.0,617,0.695,429,
49,,55,,,89,,,173.0,0.626,428,262,0.813,348,0.716,249,1591.0,Jason Collins,,92.0,162.0,jason-collins-1,785,,34,0.063,27,0.444,12,,484,0.662,15.6,108.0,401,0.623,250,
50,,34,,,22,,,120.0,0.587,235,138,0.536,126,0.635,80,654.0,Zach Randolph,,101.0,60.0,zach-randolph-1,356,,24,0.004,1,0.0,0,,221,0.604,15.2,53.0,234,0.59,138,
51,,118,,,304,,,137.0,0.637,849,541,0.656,557,0.591,329,3007.0,Brendan Haywood,,105.0,301.0,brendan-haywood-1,1411,,47,0.0,0,,0,,839,0.634,16.4,200.0,849,0.637,541,
52,,210,,,27,,,160.0,0.507,1055,479,0.259,273,0.81,221,2340.0,Joseph Forte,,41.0,138.0,joseph-forte-1,1290,,121,0.286,302,0.368,111,,399,0.544,12.5,169.0,753,0.489,368,
53,,369,,,67,,,141.0,0.433,1711,674,0.421,720,0.71,511,3117.0,Jeryl Sasser,,101.0,149.0,jeryl-sasser-1,1992,,197,0.278,475,0.28,133,,976,0.485,12.8,238.0,1236,0.438,541,
54,,96,,,14,,,65.0,0.511,980,430,0.214,210,0.824,173,1974.0,Brandon Armstrong,,36.0,168.0,brandon-armstrong-1,1175,,110,0.37,363,0.391,142,,209,0.544,10.4,126.0,617,0.467,288,
55,,55,,,37,,,132.0,0.457,288,126,0.538,155,0.568,88,824.0,Gerald Wallace,,84.0,87.0,gerald-wallace-1,351,,42,0.219,63,0.175,11,,216,0.485,19.2,86.0,225,0.511,115,
56,,19,,,167,,,116.0,0.537,326,175,0.393,128,0.539,69,1265.0,Samuel Dalembert,,50.0,187.0,samuel-dalembert-1,419,,22,0.0,0,,0,,345,0.542,23.2,117.0,326,0.537,175,
57,,431,,,56,,,99.0,0.423,732,284,0.459,336,0.685,230,2211.0,Jamaal Tinsley,,18.0,198.0,jamaal-tinsley-1,850,,177,0.217,159,0.327,52,,306,0.477,23.4,273.0,573,0.405,232,
